record_type,family_id,family_name,segment_id,taxonomy_segment,repo_segment,planet,target_field_id,operation,applicability,source_brand,source_channel,source_type,connection_method,evidence_ceiling,visibility,freshness_rule,consent_requirement,activation_rule,rationale,authority_reference,status,implementation_note
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,latency_constraints,add_field,conditional,LOCK,technical specification,document,upload,supporting,buyer-context,review-180d,artist upload,,"Critical where audio, video or interaction is synchronized.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,audio_visual_sync_spec,add_field,conditional,LOCK,AV synchronization specification,document,upload,supporting,buyer-context,review-180d,artist upload,,Required for F5-05 and related acts.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,media_server_requirements,add_field,conditional,LOCK,technical specification,document,upload,supporting,buyer-context,review-180d,artist upload,,Activated for authored visual systems.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,04,Creative Quality & Differentiation,Creative Quality & Differentiation,identity,audience_interaction_system,add_field,conditional,LOCK,system description,document,upload,supporting,buyer-context,review-180d,artist upload,,Activated for immersive or interactive work.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,installation_duration,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,per-event,artist declaration,,Installation/setup duration for complex systems.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,teardown_duration,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,per-event,artist declaration,,Teardown duration for venue planning.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,safety_or_rigging_requirements,add_field,conditional,LOCK,technical specification,document,upload,supporting,buyer-context,review-180d,artist upload,,Specialist review may be required; document existence is not approval.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,backup_power_requirements,add_field,conditional,LOCK,technical specification,document,upload,supporting,buyer-context,review-180d,artist upload,,Activated where interruption creates material show failure.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,03,Catalog / Repertoire,Catalogue / Repertoire,music,creator_deliverable_type,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-365d,artist declaration,,"Defines the bookable creative output, not a live format.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,03,Catalog / Repertoire,Catalogue / Repertoire,music,works_catalog,add_field,required,LOCK,works catalog,document,upload,supporting,passport-eligible,review-180d,artist upload,,Catalog of works/deliverables with rights and credit links.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,13,Network & Industry Access,Network & Industry Access,proof,credit_registry,add_field,required,LOCK,credit record,document,upload,supporting,passport-eligible,review-180d,artist upload,,Credits remain source-linked and bounded.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,rights_split_document,add_field,conditional,LOCK,split sheet or rights document,document,upload,supporting,working,review-365d,artist upload,,Document existence does not establish legal validity.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,pro_cmo_registration,add_field,conditional,PRO / CMO,member or works record,platform,url,supporting,artist,review-365d,artist-confirmed link,,Affiliation and scope must be explicit.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,11,Booking Market & Commercial Offer,Booking Market & Commercials,proof,client_brief,add_field,conditional,Client,bounded brief confirmation,entity,counterparty,verified,working,per-project,bounded confirmation,,Private brief; never public by default.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,15,Technical & Production Readiness,Technical & Production,live,delivery_format_specification,add_field,required,LOCK,remote delivery specification,document,upload,supporting,buyer-context,review-180d,artist upload,,Remote/file delivery replaces stage production for non-live offers.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,15,Technical & Production Readiness,Technical & Production,live,audio_delivery_standard,add_field,conditional,LOCK,delivery specification,document,upload,supporting,buyer-context,review-180d,artist upload,,"Sample rate, bit depth, loudness or asset standard.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,15,Technical & Production Readiness,Technical & Production,live,stems_or_session_files,add_field,conditional,LOCK,delivery specification,document,upload,supporting,buyer-context,per-project,artist upload,,Availability and handoff conditions only; files remain private.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,11,Booking Market & Commercial Offer,Booking Market & Commercials,proof,revision_rounds,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Defines the service boundary without grading.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,16,"Team, Management & Execution","Team, Management & Execution",prokit,delivery_deadline_process,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,"Process and expected lead time, not a prediction.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,confidentiality_requirement,add_field,conditional,LOCK,contract,document,upload,supporting,working,per-project,artist upload,,Essential for ghost production or confidential commissions.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,16,"Team, Management & Execution","Team, Management & Execution",prokit,remote_collaboration_process,add_field,required,LOCK,workflow document,document,upload,supporting,buyer-context,review-180d,artist upload,,"Handoff, feedback and version-control process.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,15,Technical & Production Readiness,Technical & Production,live,studio_setup,add_field,conditional,LOCK,studio capability statement,document,upload,supporting,buyer-context,review-180d,artist upload,,Remote technical readiness; no quality grade.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,sync_placement_record,add_field,conditional,Rights Holder / Client,placement confirmation,entity,counterparty,verified,passport-eligible,per-placement,bounded confirmation,,Confirms the bounded placement only.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,license_term_territory_media,add_field,conditional,LOCK,license document,document,upload,supporting,working,per-license,artist upload,,Private legal terms; specialist review may be required.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,17,Monetization & Commercial Health,Monetization & Commercials,prokit,creator_product_catalog,add_field,conditional,LOCK,product catalog,document,upload,supporting,artist,review-90d,artist upload,,"Activated for beats, samples, presets or libraries.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,client_reference,add_field,conditional,Client,bounded professional reference,entity,counterparty,verified,passport-eligible,review-365d,bounded magic link,,Confirms one project or relationship only.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,repeat_client_record,add_field,conditional,Client,repeat-engagement confirmation,entity,counterparty,verified,passport-eligible,per-project,bounded magic link,,Repeat hiring is separate from artistic quality.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,15,Technical & Production Readiness,Technical & Production,live,adaptive_audio_implementation,add_field,conditional,LOCK,implementation specification,document,upload,supporting,buyer-context,per-project,artist upload,,Activated for F6-06 game/interactive work.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,15,Technical & Production Readiness,Technical & Production,live,score_and_parts_delivery,add_field,conditional,LOCK,score and parts specification,document,upload,supporting,buyer-context,per-project,artist upload,,Activated for composer/orchestrator deliverables.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,metadata_delivery_status,add_field,required,LOCK,metadata package,document,upload,supporting,buyer-context,per-project,artist upload,,Status of required metadata fields; never a completeness score.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F6,Music Creator / Composer / Producer,16,"Team, Management & Execution","Team, Management & Execution",prokit,versioning_and_file_naming,add_field,required,LOCK,delivery workflow,document,upload,supporting,buyer-context,review-180d,artist upload,,Reduces handoff risk in remote creative delivery.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
activation_rule,F2,Vocal Artist,10,"Ticketing, Draw & Event Economics","Ticketing, Draw & Event Evidence",proof,,apply_activation_override,required,,,,,,,,,AR01,Activate ticketing fields; verified source channel must be exactly 'artist-owned account export'.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM01 Ticket-Demand Led
activation_rule,F3,Instrumental Artist,10,"Ticketing, Draw & Event Economics","Ticketing, Draw & Event Evidence",proof,,apply_activation_override,required,,,,,,,,,AR01,Activate ticketing fields; verified source channel must be exactly 'artist-owned account export'.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM01 Ticket-Demand Led
activation_rule,F4,Band / Ensemble,10,"Ticketing, Draw & Event Economics","Ticketing, Draw & Event Evidence",proof,,apply_activation_override,required,,,,,,,,,AR01,Activate ticketing fields; verified source channel must be exactly 'artist-owned account export'.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM01 Ticket-Demand Led
activation_rule,F5,Live Electronic / Hybrid / Multidisciplinary Artist,10,"Ticketing, Draw & Event Economics","Ticketing, Draw & Event Evidence",proof,,apply_activation_override,required,,,,,,,,,AR01,Activate ticketing fields; verified source channel must be exactly 'artist-owned account export'.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM01 Ticket-Demand Led
activation_rule,F6,Music Creator / Composer / Producer,10,"Ticketing, Draw & Event Economics","Ticketing, Draw & Event Evidence",proof,,apply_activation_override,required,,,,,,,,,AR01,Activate ticketing fields; verified source channel must be exactly 'artist-owned account export'.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM01 Ticket-Demand Led
activation_rule,F2,Vocal Artist,08,Owned Community / CRM,Owned Community / CRM,audience,,apply_activation_override,required,,,,,,,,,AR02,"Use CRM, proposals, invoices, testimonials and referrals instead of fan-demand assumptions.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM03 Service Led
activation_rule,F3,Instrumental Artist,08,Owned Community / CRM,Owned Community / CRM,audience,,apply_activation_override,required,,,,,,,,,AR02,"Use CRM, proposals, invoices, testimonials and referrals instead of fan-demand assumptions.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM03 Service Led
activation_rule,F4,Band / Ensemble,08,Owned Community / CRM,Owned Community / CRM,audience,,apply_activation_override,required,,,,,,,,,AR02,"Use CRM, proposals, invoices, testimonials and referrals instead of fan-demand assumptions.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM03 Service Led
activation_rule,F5,Live Electronic / Hybrid / Multidisciplinary Artist,08,Owned Community / CRM,Owned Community / CRM,audience,,apply_activation_override,required,,,,,,,,,AR02,"Use CRM, proposals, invoices, testimonials and referrals instead of fan-demand assumptions.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM03 Service Led
activation_rule,F6,Music Creator / Composer / Producer,08,Owned Community / CRM,Owned Community / CRM,audience,,apply_activation_override,required,,,,,,,,,AR02,"Use CRM, proposals, invoices, testimonials and referrals instead of fan-demand assumptions.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM03 Service Led
activation_rule,F2,Vocal Artist,03,Catalog / Repertoire,Catalogue / Repertoire,music,,apply_activation_override,required,,,,,,,,,AR03,Catalogue becomes the primary asset.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM04 Catalog Led
activation_rule,F3,Instrumental Artist,03,Catalog / Repertoire,Catalogue / Repertoire,music,,apply_activation_override,required,,,,,,,,,AR03,Catalogue becomes the primary asset.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM04 Catalog Led
activation_rule,F4,Band / Ensemble,03,Catalog / Repertoire,Catalogue / Repertoire,music,,apply_activation_override,required,,,,,,,,,AR03,Catalogue becomes the primary asset.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM04 Catalog Led
activation_rule,F5,Live Electronic / Hybrid / Multidisciplinary Artist,03,Catalog / Repertoire,Catalogue / Repertoire,music,,apply_activation_override,required,,,,,,,,,AR03,Catalogue becomes the primary asset.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM04 Catalog Led
activation_rule,F6,Music Creator / Composer / Producer,03,Catalog / Repertoire,Catalogue / Repertoire,music,,apply_activation_override,required,,,,,,,,,AR03,Catalogue becomes the primary asset.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM04 Catalog Led
activation_rule,F2,Vocal Artist,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR04,"Rights, ownership and licensing metadata are primary.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM05 Licensing Led
activation_rule,F3,Instrumental Artist,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR04,"Rights, ownership and licensing metadata are primary.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM05 Licensing Led
activation_rule,F4,Band / Ensemble,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR04,"Rights, ownership and licensing metadata are primary.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM05 Licensing Led
activation_rule,F5,Live Electronic / Hybrid / Multidisciplinary Artist,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR04,"Rights, ownership and licensing metadata are primary.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM05 Licensing Led
activation_rule,F6,Music Creator / Composer / Producer,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR04,"Rights, ownership and licensing metadata are primary.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM05 Licensing Led
activation_rule,F2,Vocal Artist,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,,apply_activation_override,required,,,,,,,,,AR05,Repeat hiring and counterparty trust become primary.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM06 Collaboration Led
activation_rule,F3,Instrumental Artist,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,,apply_activation_override,required,,,,,,,,,AR05,Repeat hiring and counterparty trust become primary.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM06 Collaboration Led
activation_rule,F4,Band / Ensemble,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,,apply_activation_override,required,,,,,,,,,AR05,Repeat hiring and counterparty trust become primary.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM06 Collaboration Led
activation_rule,F5,Live Electronic / Hybrid / Multidisciplinary Artist,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,,apply_activation_override,required,,,,,,,,,AR05,Repeat hiring and counterparty trust become primary.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM06 Collaboration Led
activation_rule,F6,Music Creator / Composer / Producer,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,,apply_activation_override,required,,,,,,,,,AR05,Repeat hiring and counterparty trust become primary.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM06 Collaboration Led
activation_rule,F2,Vocal Artist,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR06,"Procurement, invoicing, insurance and protocol requirements activate.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM07 Institutional Led
activation_rule,F3,Instrumental Artist,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR06,"Procurement, invoicing, insurance and protocol requirements activate.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM07 Institutional Led
activation_rule,F4,Band / Ensemble,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR06,"Procurement, invoicing, insurance and protocol requirements activate.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM07 Institutional Led
activation_rule,F5,Live Electronic / Hybrid / Multidisciplinary Artist,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR06,"Procurement, invoicing, insurance and protocol requirements activate.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM07 Institutional Led
activation_rule,F6,Music Creator / Composer / Producer,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,apply_activation_override,required,,,,,,,,,AR06,"Procurement, invoicing, insurance and protocol requirements activate.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM07 Institutional Led
activation_rule,F2,Vocal Artist,07,Social & Content Engine,Social & Content Engine,audience,,apply_activation_override,required,,,,,,,,,AR07,Content becomes the primary acquisition engine.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Activation-Rules,canonical,Commercial Model CM08 Content / Audience Led
